ZCTA5,Zip5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON
Z98271,98271,120688056,12881761,46.6,4.97,27184,10496,48.089968,-122.237681
Z98272,98272,283032842,1992027,109.28,0.77,27942,9398,47.848591,-121.894951
Z98273,98273,217802411,12472693,84.09,4.82,28717,10954,48.402754,-122.376148
Z98274,98274,365437844,6752081,141.1,2.61,16613,7377,48.348771,-122.145467
Z98275,98275,19768770,2592435,7.63,1,20256,8548,47.916514,-122.303436
Z98276,98276,542593,0,0.21,0,450,151,48.926702,-122.326183
Z98277,98277,146129625,38187570,56.42,14.74,37823,16752,48.315856,-122.628581
Z98278,98278,13633654,3705621,5.26,1.43,1065,1,48.339706,-122.671656
Z98279,98279,36329362,23798364,14.03,9.19,608,680,48.638894,-122.807614
Z98280,98280,18480114,3873387,7.14,1.5,480,444,48.608001,-122.910285
Z98281,98281,12652231,4389799,4.89,1.69,1314,2068,48.99193,-123.051184
Z98282,98282,102982587,43985950,39.76,16.98,15661,8485,48.214112,-122.500231
Z98283,98283,1419061566,69604505,547.9,26.87,434,297,48.802055,-121.260324
Z98284,98284,731873913,17970539,282.58,6.94,24331,10142,48.546532,-122.123031
Z98286,98286,19964274,24225048,7.71,9.35,240,245,48.568814,-122.957539
Z98288,98288,547876467,10860402,211.54,4.19,333,515,47.661552,-121.278786
Z98290,98290,306698662,7381221,118.42,2.85,32714,13141,47.955602,-121.986472
Z98292,98292,192963470,14631046,74.5,5.65,20987,8779,48.216792,-122.31439
Z98294,98294,155411158,748480,60,0.29,6595,2568,47.874679,-121.753864
Z98295,98295,74785340,385188,28.87,0.15,2409,989,48.981355,-122.200106
Z98296,98296,88264899,1683406,34.08,0.65,27956,9814,47.839066,-122.101113
Z98297,98297,11703383,9005685,4.52,3.48,106,211,48.702062,-123.026507
Z98303,98303,20071339,35046095,7.75,13.53,1037,1025,47.157405,-122.693535
Z98304,98304,891110795,10382845,344.06,4.01,759,766,46.883744,-121.736809
Z98305,98305,310421661,2764631,119.85,1.07,358,228,48.062891,-124.439072
Z98310,98310,15439818,6921558,5.96,2.67,18703,9061,47.59196,-122.626274
Z98311,98311,28116579,9526971,10.86,3.68,25880,10305,47.631197,-122.631017
Z98312,98312,159168131,15104140,61.46,5.83,30203,14105,47.580848,-122.784369
Z98314,98314,1495426,2209121,0.58,0.85,3329,28,47.556287,-122.637118
Z98315,98315,28766162,2962518,11.11,1.14,6054,1281,47.72455,-122.716011
Z98320,98320,252865213,4379982,97.63,1.69,1250,1384,47.718543,-122.966923
Z98321,98321,93325269,1168628,36.03,0.45,15152,5534,47.152606,-122.071738
Z98323,98323,638112512,3056856,246.38,1.18,702,257,47.043083,-121.827511
Z98325,98325,77907774,603700,30.08,0.23,1848,871,47.966648,-122.759697
Z98326,98326,754265256,32608375,291.22,12.59,1412,371,48.179735,-124.41166
Z98327,98327,17788609,5712976,6.87,2.21,8267,3271,47.102369,-122.66469
Z98328,98328,548825745,12793024,211.9,4.94,10433,4329,46.86589,-122.157916
Z98329,98329,66967775,14540323,25.86,5.61,10545,4240,47.36809,-122.726052
Z98330,98330,16907606,134033,6.53,0.05,149,81,46.776116,-122.168652
Z98331,98331,2022178740,125407709,780.77,48.42,6261,2533,47.777349,-124.191674
Z98332,98332,54162176,8478824,20.91,3.27,15855,6494,47.372495,-122.595827
Z98333,98333,13514702,24930837,5.22,9.63,3633,1565,47.252432,-122.639996
Z98335,98335,57778439,26846825,22.31,10.37,24925,10477,47.296947,-122.623661
Z98336,98336,179111986,80154,69.16,0.03,970,475,46.582238,-122.07403
Z98337,98337,2704468,1780445,1.04,0.69,6697,3436,47.568714,-122.631558
Z98338,98338,139310526,876436,53.79,0.34,24098,9019,47.034316,-122.276854
Z98339,98339,14902871,2640384,5.75,1.02,3326,1645,48.024005,-122.749033
Z98340,98340,22516951,7536069,8.69,2.91,2537,1531,47.907713,-122.570676
Z98342,98342,6208869,2121961,2.4,0.82,1370,758,47.755326,-122.511506
Z98345,98345,1272139,458761,0.49,0.18,554,264,47.698622,-122.62385
Z98346,98346,71464150,13013821,27.59,5.02,9297,4089,47.821069,-122.525526
Z98349,98349,55159877,54104847,21.3,20.89,4614,2573,47.272817,-122.763956
Z98350,98350,8214634,243998,3.17,0.09,460,159,47.90633,-124.621522
Z98351,98351,22137151,28461399,8.55,10.99,1115,725,47.199642,-122.774272
Z98353,98353,2078858,3000894,0.8,1.16,4,4,47.53864,-122.492613
Z98354,98354,6237568,103929,2.41,0.04,6976,3084,47.251994,-122.317289
Z98355,98355,491306508,2742115,189.69,1.06,628,385,46.703778,-122.040018
Z98356,98356,259126114,17287327,100.05,6.67,2149,1060,46.561126,-122.290287
Z98357,98357,110004759,462073,42.47,0.18,1414,563,48.333855,-124.635404
Z98358,98358,27655236,8913203,10.68,3.44,897,611,48.063796,-122.713163
Z98359,98359,36315365,3228804,14.02,1.25,4887,1982,47.431079,-122.574916
Z98360,98360,179987033,3890012,69.49,1.5,12221,4497,47.040715,-122.144709
Z98361,98361,1187660089,7612728,458.56,2.94,1158,1525,46.538662,-121.504714
Z98362,98362,567302775,175832,219.04,0.07,22230,10915,47.930938,-123.368031
Z98363,98363,1639355751,27831088,632.96,10.75,13343,6564,48.002744,-123.820847
Z98364,98364,779380,0,0.3,0,45,23,47.84711,-122.588364
Z98365,98365,96360969,13062460,37.21,5.04,4528,2961,47.88483,-122.70137
Z98366,98366,60023697,14335127,23.18,5.53,34258,14423,47.536048,-122.578944
Z98367,98367,208413122,4010517,80.47,1.55,27693,10814,47.461264,-122.699443
Z98368,98368,137583639,26654199,53.12,10.29,14724,8417,48.034402,-122.838953
Z98370,98370,146489098,25589757,56.56,9.88,29528,12638,47.754028,-122.626331
Z98371,98371,29867982,198584,11.53,0.08,20468,8867,47.199448,-122.323541
Z98372,98372,35314275,344504,13.63,0.13,22475,9756,47.205648,-122.266339
Z98373,98373,24401165,63519,9.42,0.02,22246,9178,47.145083,-122.324153
Z98374,98374,41032501,383201,15.84,0.15,37360,14074,47.12908,-122.263923
Z98375,98375,25169192,4691,9.72,0,26863,9270,47.103783,-122.322978
Z98376,98376,302919715,38761336,116.96,14.97,1998,1329,47.846837,-122.852262
Z98377,98377,551042622,7884575,212.76,3.04,1922,1157,46.52484,-121.894812
Z98380,98380,108540302,15043550,41.91,5.81,4173,1915,47.578607,-122.902885
Z98381,98381,174200975,0,67.26,0,371,297,48.273676,-124.474858
Z98382,98382,444691010,73303,171.7,0.03,26856,14501,48.014382,-123.077988
Z98383,98383,46551571,4025318,17.97,1.55,19727,8708,47.66247,-122.716166
Z98385,98385,1225463,33627,0.47,0.01,459,185,47.136162,-122.089493
Z98387,98387,73507041,983285,28.38,0.38,43173,15384,47.060959,-122.394221
Z98388,98388,23145675,30645173,8.94,11.83,7508,2867,47.209739,-122.684422
Z98390,98390,25032472,444332,9.67,0.17,10461,4688,47.209445,-122.227319
Z98391,98391,99908435,2613401,38.57,1.01,44309,16281,47.177094,-122.166317
Z98392,98392,4256226,856840,1.64,0.33,2994,1367,47.73228,-122.562318
Z98394,98394,14363481,2529520,5.55,0.98,1107,588,47.310561,-122.77848
Z98396,98396,35538591,61771,13.72,0.02,662,239,47.094772,-122.001717
Z98402,98402,2439379,560802,0.94,0.22,6356,3933,47.250158,-122.43903
Z98403,98403,2842069,0,1.1,0,7713,4569,47.265966,-122.458532
Z98404,98404,19720772,58547,7.61,0.02,32086,11390,47.208981,-122.411638
Z98405,98405,10676833,47321,4.12,0.02,22851,10412,47.245647,-122.472399
Z98406,98406,11053311,1054058,4.27,0.41,21610,10220,47.264107,-122.512591
Z98407,98407,14567007,4196701,5.62,1.62,19885,9427,47.290365,-122.517747
Z98408,98408,8757847,113481,3.38,0.04,18830,7656,47.197399,-122.446518
Z98409,98409,18412393,19161,7.11,0.01,22989,9992,47.210957,-122.481577
Z98416,98416,269804,0,0.1,0,1014,50,47.262521,-122.481199
Z98418,98418,4359597,0,1.68,0,10069,4279,47.223229,-122.446523
Z98421,98421,17280014,4160149,6.67,1.61,1308,27,47.260637,-122.400209
Z98422,98422,17298972,303026,6.68,0.12,20151,7866,47.290403,-122.392541
Z98424,98424,16337139,368362,6.31,0.14,10140,4229,47.235341,-122.354192
Z98430,98430,992075,255658,0.38,0.1,13,24,47.117835,-122.567171
Z98433,98433,51009435,3655033,19.69,1.41,14584,3654,47.112811,-122.589062
Z98438,98438,2204010,0,0.85,0,366,10,47.131631,-122.496967
Z98439,98439,22582097,18871,8.72,0.01,4839,2024,47.132572,-122.512691
Z98443,98443,13154267,105066,5.08,0.04,5371,2216,47.207776,-122.372506
Z98444,98444,17425684,134972,6.73,0.05,33956,13520,47.153041,-122.448831
Z98445,98445,26979260,0,10.42,0,29661,11403,47.139967,-122.409902
Z98446,98446,28470498,55859,10.99,0.02,10173,4045,47.131879,-122.375825
Z98447,98447,122035,0,0.05,0,842,0,47.144095,-122.443441
Z98465,98465,4304096,1722544,1.66,0.67,6340,3244,47.251761,-122.536065
Z98466,98466,15460766,2149972,5.97,0.83,26944,12169,47.22605,-122.539435
Z98467,98467,11896797,9213814,4.59,3.56,14728,6297,47.203279,-122.567719
Z98498,98498,22002787,2908964,8.5,1.12,27546,12330,47.159194,-122.553123
Z98499,98499,23852571,1671777,9.21,0.65,29750,13719,47.168693,-122.503347
Z98501,98501,89203449,3336872,34.44,1.29,38133,17048,46.974503,-122.875987
Z98502,98502,140811824,43376343,54.37,16.75,30491,13997,47.087554,-123.021968
Z98503,98503,29227044,2501089,11.28,0.97,36611,15998,47.022032,-122.797103
Z98506,98506,57955564,19988717,22.38,7.72,18199,8432,47.108292,-122.870623
Z98512,98512,389166807,4845429,150.26,1.87,28130,12039,46.974998,-123.063465
Z98513,98513,152955099,3393287,59.06,1.31,31975,12755,46.97703,-122.733942
Z98516,98516,74190979,35979290,28.65,13.89,20166,8481,47.109684,-122.794261
Z98520,98520,618430741,74611918,238.78,28.81,23814,9519,47.205638,-123.754329
Z98524,98524,36969791,6102743,14.27,2.36,3232,1787,47.354792,-122.862326
Z98526,98526,225366174,18145747,87.01,7.01,398,236,47.454196,-123.990748
Z98527,98527,25988400,33421089,10.03,12.9,324,230,46.585142,-123.924726
Z98528,98528,189011920,33451257,72.98,12.92,9983,5013,47.44308,-122.901331
Z98530,98530,12908941,158630,4.98,0.06,565,245,46.79051,-122.823854
Z98531,98531,353875685,3604903,136.63,1.39,24121,10301,46.730437,-122.902774
Z98532,98532,835383096,2778310,322.54,1.07,23596,9580,46.62629,-123.052671
Z98533,98533,311104187,571473,120.12,0.22,609,287,46.67073,-122.419588
Z98535,98535,26498905,3659648,10.23,1.41,445,392,47.106431,-124.137951
Z98536,98536,158991185,1545847,61.39,0.6,211,153,47.194976,-124.104372
Z98537,98537,501254041,249399,193.54,0.1,2129,938,46.8324,-123.597466
Z98538,98538,273773355,387659,105.7,0.15,304,135,46.482768,-123.146135
Z98541,98541,547573891,4547801,211.42,1.76,10101,4434,47.060749,-123.389634
Z98542,98542,35204952,0,13.59,0,656,284,46.525203,-122.790632
Z98544,98544,260229,0,0.1,0,73,30,46.738971,-123.026988
Z98546,98546,68581895,12998931,26.48,5.02,2909,2168,47.319865,-122.924625
Z98547,98547,157790677,27274883,60.92,10.53,1436,1560,46.783949,-124.035956
Z98548,98548,355695104,6545662,137.33,2.53,2193,2224,47.382952,-123.411581
Z98550,98550,554530299,112113396,214.11,43.29,11382,5184,47.093788,-123.925662
Z98552,98552,237437008,2146752,91.67,0.83,508,219,47.315176,-123.924198
Z98555,98555,52820573,194950,20.39,0.08,599,850,47.534733,-123.060865
Z98557,98557,93393706,363313,36.06,0.14,3225,1415,47.04421,-123.268321
Z98558,98558,327359,29963,0.13,0.01,192,54,46.933941,-122.557218
Z98559,98559,40625,0,0.02,0,93,34,46.958822,-123.327364
Z98560,98560,149261191,96337,57.63,0.04,142,60,47.30235,-123.425805
Z98562,98562,2542358,68180,0.98,0.03,195,222,47.238392,-124.200325
Z98563,98563,946982315,15852662,365.63,6.12,8001,3407,47.193599,-123.61537
Z98564,98564,363144019,24246406,140.21,9.36,2459,1244,46.449477,-122.41965
Z98565,98565,1603995,0,0.62,0,618,243,46.578315,-122.901965
Z98568,98568,389838892,2250535,150.52,0.87,2519,1058,46.854805,-123.313711
Z98569,98569,37939902,61449322,14.65,23.73,5784,4998,46.993744,-124.136704
Z98570,98570,307602563,91832,118.77,0.04,3889,1660,46.630713,-122.650947
Z98571,98571,22678197,2808096,8.76,1.08,483,447,47.194626,-124.170859
Z98572,98572,89608676,363560,34.6,0.14,797,362,46.546338,-123.314084
Z98575,98575,262809374,1032502,101.47,0.4,228,166,47.415917,-123.802838
Z98576,98576,182880852,2457367,70.61,0.95,4667,1955,46.837152,-122.638356
Z98577,98577,991184568,25952383,382.7,10.02,6338,2923,46.641849,-123.610389
Z98579,98579,234361852,1655819,90.49,0.64,12870,5009,46.788201,-123.125473
Z98580,98580,364775307,5145674,140.84,1.99,11099,4331,46.998953,-122.521882
Z98581,98581,76099428,0,29.38,0,424,285,46.357874,-123.067314
Z98582,98582,18385643,469138,7.1,0.18,611,301,46.523682,-122.625739
Z98583,98583,283657,7477,0.11,0,124,47,47.000875,-123.486596
Z98584,98584,883190500,93758883,341,36.2,36630,16557,47.237448,-123.145812
Z98585,98585,57419162,5326991,22.17,2.06,655,388,46.550722,-122.477076
Z98586,98586,350850902,101786697,135.46,39.3,1944,978,46.551443,-123.830811
Z98587,98587,74150653,8075884,28.63,3.12,942,313,47.308681,-124.201924
Z98588,98588,126445138,2522027,48.82,0.97,1829,1681,47.452373,-123.020025
Z98589,98589,238300083,4821862,92.01,1.86,7320,3063,46.834018,-122.816364
Z98590,98590,7980778,12070388,3.08,4.66,356,345,46.707873,-123.998528
Z98591,98591,299345903,4010427,115.58,1.55,3952,1710,46.441023,-122.743598
Z98592,98592,45670104,4845676,17.63,1.87,1764,1249,47.326304,-123.082076
Z98593,98593,34719238,110619,13.41,0.04,1113,477,46.402682,-123.010061
Z98595,98595,14137875,8999831,5.46,3.47,2917,2083,46.888036,-124.113375
Z98596,98596,231197016,468670,89.27,0.18,6524,2692,46.492258,-122.952677
Z98597,98597,289029254,9599115,111.59,3.71,21557,8649,46.844426,-122.492804
Z98601,98601,176749082,16569909,68.24,6.4,2982,1109,45.943439,-122.362516
Z98602,98602,145030761,0,56,0,200,122,45.867106,-121.265491
Z98603,98603,302522143,13528046,116.8,5.22,1017,552,46.055519,-122.414757
Z98604,98604,187325219,137290,72.33,0.05,34232,11726,45.805747,-122.510777
Z98605,98605,111955065,6589628,43.23,2.54,1225,538,45.776891,-121.665459
Z98606,98606,96898263,0,37.41,0,9027,3076,45.729741,-122.456373
Z98607,98607,121658124,6963788,46.97,2.69,27899,10177,45.642226,-122.37998
Z98610,98610,952000245,7669772,367.57,2.96,2871,1383,45.86589,-122.065218
Z98611,98611,322678040,4431420,124.59,1.71,9133,3760,46.305138,-122.900688
Z98612,98612,195711118,25677147,75.56,9.91,2704,1391,46.21568,-123.325266
Z98613,98613,239457793,0,92.46,0,400,176,45.736724,-120.965657
Z98614,98614,73305884,8813383,28.3,3.4,353,202,46.29699,-123.909315
Z98616,98616,537262707,25946762,207.44,10.02,150,472,46.19328,-122.132873
Z98617,98617,28777996,1713782,11.11,0.66,1042,458,45.643032,-121.167493
Z98619,98619,386699373,136260,149.31,0.05,457,255,45.975881,-121.274748
Z98620,98620,1260155351,14992868,486.55,5.79,7123,3515,45.874447,-120.77583
Z98621,98621,108841488,170887,42.02,0.07,276,133,46.379142,-123.540555
Z98624,98624,87794909,58059369,33.9,22.42,1532,924,46.351431,-123.992209
Z98625,98625,208548406,4763003,80.52,1.84,6133,2652,46.037251,-122.733384
Z98626,98626,353415991,2381711,136.45,0.92,24523,10088,46.172088,-122.774006
Z98628,98628,22971960,0,8.87,0,385,194,45.887853,-121.081948
Z98629,98629,100148090,450193,38.67,0.17,8364,3038,45.876604,-122.61918
Z98631,98631,40236924,27904939,15.54,10.77,3243,3201,46.404766,-124.031543
Z98632,98632,334435769,21162011,129.13,8.17,49205,21383,46.210694,-123.057242
Z98635,98635,332246961,5605875,128.28,2.16,1735,927,45.748958,-121.184345
Z98638,98638,437297731,47861244,168.84,18.48,1525,705,46.394046,-123.761307
Z98639,98639,33159189,408025,12.8,0.16,847,418,45.669909,-121.989665
Z98640,98640,52515964,114019472,20.28,44.02,4380,4939,46.582723,-124.027257
Z98641,98641,106518,0,0.04,0,5,13,46.546416,-124.029936
Z98642,98642,147852512,7740811,57.09,2.99,15696,5991,45.807695,-122.693908
Z98643,98643,94347859,11671039,36.43,4.51,362,219,46.295441,-123.619706
Z98644,98644,1823365,325123,0.7,0.13,473,495,46.329607,-124.056969
Z98645,98645,38597644,6444103,14.9,2.49,1429,657,46.331866,-122.760081
Z98647,98647,158512418,7361115,61.2,2.84,404,200,46.315247,-123.401288
Z98648,98648,319037546,23891280,123.18,9.22,3100,1541,45.706254,-121.956311
Z98649,98649,516317446,105807,199.35,0.04,895,377,46.314143,-122.5346
Z98650,98650,212884557,109640,82.2,0.04,959,528,45.947869,-121.540782
Z98651,98651,46239026,4718695,17.85,1.82,939,432,45.739924,-121.583462
Z98660,98660,38698053,22297016,14.94,8.61,11858,5552,45.678996,-122.720499
Z98661,98661,27512147,1847074,10.62,0.71,41740,18556,45.640067,-122.625018
Z98662,98662,33338974,0,12.87,0,31644,12331,45.688498,-122.577847
Z98663,98663,11134084,70154,4.3,0.03,14115,6197,45.657395,-122.663161
Z98664,98664,13615216,771148,5.26,0.3,21771,9487,45.61951,-122.577179
Z98665,98665,20802164,240822,8.03,0.09,24057,10045,45.679501,-122.66056
Z98670,98670,66449222,0,25.66,0,113,71,45.858976,-121.140927
Z98671,98671,223526619,16163054,86.3,6.24,21220,8593,45.61442,-122.238447
Z98672,98672,376400105,3519062,145.33,1.36,6146,2771,45.839047,-121.451832
Z98673,98673,33643510,13213494,12.99,5.1,404,208,45.656199,-121.028435
Z98674,98674,214836558,11775068,82.95,4.55,12029,4606,45.951267,-122.665542
Z98675,98675,305779639,131064,118.06,0.05,6713,2052,45.828452,-122.342925
Z98682,98682,78100407,0,30.15,0,52893,18926,45.673213,-122.481749
Z98683,98683,18805420,1308285,7.26,0.51,30832,13684,45.603287,-122.51017
Z98684,98684,18064308,7161,6.97,0,26968,10316,45.630556,-122.514839
Z98685,98685,25188829,387897,9.73,0.15,26217,9903,45.715192,-122.693108
Z98686,98686,29788044,10880,11.5,0,17385,6849,45.723392,-122.624397
Z98801,98801,420417984,9889594,162.32,3.82,40977,16686,47.423594,-120.336633
Z98802,98802,464787144,8115822,179.46,3.13,28719,11297,47.487425,-120.178727
Z98811,98811,13423862,0,5.18,0,71,34,47.713843,-120.376299
Z98812,98812,686964768,23112974,265.24,8.92,4899,1775,48.153148,-119.742877
Z98813,98813,305926126,19059168,118.12,7.36,3176,1084,48.040679,-119.560504
Z98814,98814,388376215,340655,149.95,0.13,466,351,48.206873,-120.159044
Z98815,98815,307735121,896528,118.82,0.35,7233,2864,47.460575,-120.478283
Z98816,98816,1027248248,106438670,396.62,41.1,6394,4676,48.002922,-120.33999
Z98817,98817,2544385,912460,0.98,0.35,366,144,47.791063,-119.994343
Z98819,98819,320507529,2495709,123.75,0.96,258,287,48.616335,-119.821449
Z98821,98821,4754899,198324,1.84,0.08,519,213,47.549717,-120.558613
Z98822,98822,1131837710,5582389,437.01,2.16,1953,999,47.901926,-120.550451
Z98823,98823,772478178,1247699,298.26,0.48,11055,4576,47.312005,-119.620518
Z98824,98824,990406,0,0.38,0,181,82,47.077793,-119.858684
Z98826,98826,2631314141,20723176,1015.96,8,6504,5598,47.783145,-120.843168
Z98827,98827,825195816,11495832,318.61,4.44,312,254,48.868662,-119.770723
Z98828,98828,146763469,4200849,56.67,1.62,2146,817,47.310078,-120.178258
Z98829,98829,178304282,767839,68.84,0.3,564,274,48.297259,-119.80556
Z98830,98830,1166999173,7045708,450.58,2.72,494,276,47.895366,-119.523246
Z98831,98831,121577832,19050001,46.94,7.36,3708,2147,47.959472,-120.102873
Z98832,98832,517811402,522220,199.93,0.2,320,103,47.37163,-119.024249
Z98833,98833,522121524,180217,201.59,0.07,150,360,48.772938,-120.640178
Z98834,98834,191382871,62892,73.89,0.02,239,194,48.1203,-120.066506
Z98836,98836,19786083,157461,7.64,0.06,584,225,47.475666,-120.44101
Z98837,98837,1250595193,83125107,482.86,32.09,39722,15479,47.149902,-119.305972
Z98840,98840,1081267659,16015033,417.48,6.18,4851,2145,48.315129,-119.579942
Z98841,98841,993865626,15598530,383.73,6.02,9197,3866,48.359648,-119.268574
Z98843,98843,169761186,12802170,65.55,4.94,1817,1224,47.756786,-120.057948
Z98844,98844,856254904,16498656,330.6,6.37,4740,3038,48.92728,-119.227952
Z98845,98845,180122104,13938,69.55,0.01,128,71,47.431579,-119.938731
Z98846,98846,230695250,6566818,89.07,2.54,1173,603,48.014877,-119.971168
Z98847,98847,418773216,454327,161.69,0.18,1920,905,47.419818,-120.643727
Z98848,98848,1165967409,22124442,450.18,8.54,11518,4958,47.168643,-119.842939
Z98849,98849,397586050,2500306,153.51,0.97,1078,733,48.54099,-119.409523
Z98850,98850,58790268,7071904,22.7,2.73,1543,596,47.309924,-120.075983
Z98851,98851,411451359,11233329,158.86,4.34,4014,2084,47.412103,-119.439646
Z98852,98852,582849631,21062060,225.04,8.13,104,199,48.234024,-120.555847
Z98853,98853,20248632,5466158,7.82,2.11,23,28,47.460007,-119.263891
Z98855,98855,1662923140,7023667,642.06,2.71,5863,3400,48.674509,-119.253009
Z98856,98856,1174332087,864578,453.41,0.33,2464,1587,48.343027,-120.263948
